tau,alpha,t,path,id
-2.725686,0.572779,-6.64,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,-5.48,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,-4.31,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,-3.15,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,-1.99,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,-0.82,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,0.34,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,1.5,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.725686,0.572779,2.67,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s168__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s168__tp_0__age_-7.81.vtk', 168, 168, 168, 168, 168, 168, 168, 168, 168]"
-2.716733,1.132904,-2.38,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,-1.42,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,-0.47,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,0.48,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,1.44,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,2.39,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,3.34,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,4.3,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,5.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-2.716733,1.132904,6.2,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s169__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s169__tp_0__age_-2.38.vtk', 169, 169, 169, 169, 169, 169, 169, 169, 169]"
-1.723946,0.742682,-7.12,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,-5.85,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,-4.59,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,-3.32,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,-2.06,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,-0.79,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,0.47,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,1.74,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,3.0,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
-1.723946,0.742682,4.27,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s170__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s170__tp_0__age_-7.12.vtk', 170, 170, 170, 170, 170, 170, 170, 170, 170]"
4.428212,0.700351,-5.36,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,-4.23,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,-3.1,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,-1.97,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,-0.85,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,0.28,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,1.41,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,2.54,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,3.67,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
4.428212,0.700351,4.8,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s171__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s171__tp_0__age_-5.36.vtk', 171, 171, 171, 171, 171, 171, 171, 171, 171]"
0.476878,0.758245,-5.98,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,-4.94,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,-3.9,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,-2.86,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,-1.82,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,-0.78,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,0.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,1.29,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,2.33,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
0.476878,0.758245,3.37,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s172__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s172__tp_0__age_-5.98.vtk', 172, 172, 172, 172, 172, 172, 172, 172, 172]"
1.508255,1.3127,-4.53,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,-3.19,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,-1.84,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,-0.49,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,0.86,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,2.21,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,3.55,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,4.9,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,6.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
1.508255,1.3127,7.6,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s173__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s173__tp_0__age_-4.53.vtk', 173, 173, 173, 173, 173, 173, 173, 173, 173]"
3.027519,0.985436,-5.46,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,-4.42,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,-3.37,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,-2.33,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,-1.28,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,-0.24,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,0.81,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,1.85,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,2.9,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
3.027519,0.985436,3.94,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s174__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s174__tp_0__age_-5.46.vtk', 174, 174, 174, 174, 174, 174, 174, 174, 174]"
4.469413,1.19679,-3.9,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,-2.73,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,-1.57,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,-0.4,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,0.76,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,1.92,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,3.09,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,4.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,5.42,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
4.469413,1.19679,6.58,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s175__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s175__tp_0__age_-3.90.vtk', 175, 175, 175, 175, 175, 175, 175, 175, 175]"
-1.163562,0.954958,-2.25,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s176__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s176__tp_0__age_-2.25.vtk', 176, 176, 176, 176, 176, 176, 176, 176, 176]"
-1.163562,0.954958,-1.22,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s176__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s176__tp_0__age_-2.25.vtk', 176, 176, 176, 176, 176, 176, 176, 176, 176]"
-1.163562,0.954958,-0.2,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s176__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s176__tp_0__age_-2.25.vtk', 176, 176, 176, 176, 176, 176, 176, 176, 176]"
-1.163562,0.954958,0.83,/network/lustre/dtlake01/aramis/users/paul.vernhet/Data/synthetic_longitudinal/starmen/output_random/images/SimulatedData__Reconstruction__starman__subject_s176__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s176__tp_0__age_-2.25.vtk', 176, 176, 176, 176, 176, 176, 176, 176, 176]"
